nct_id,title,condition,intervention,enrollment,phase,completion_date,outcomes,results,descriptions,is_digital,effect_size,statistical_significance,clinical_relevance,is_placebo_trial,is_open_label,study_type,status
NCT00643279,Chronicle Offers Management to Patients With Advanced Signs and Symptoms of Heart Failure (COMPASS-HF),Heart Failure,Chronicle Implantable Hemodynamic Monitor; Standard of Care,277,NA,Not specified,Not specified,Not specified,Chronicle Offers Management to Patients With Advanced Signs and Symptoms of Heart Failure (COMPASS-HF),True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT00435279,A Study of Eszopiclone Co-administered With Venlafaxine in Subjects With Major Depressive Disorder and Insomnia,"Major Depressive Disorder, Insomnia",Eszopiclone; Placebo; Venlafaxine,678,PHASE3,Not specified,Not specified,Not specified,A Study of Eszopiclone Co-administered With Venlafaxine in Subjects With Major Depressive Disorder and Insomnia,False,0.3,True,High,True,True,INTERVENTIONAL,COMPLETED
NCT02240979,Establishing a Non-invasive Method to Measure Your Heart's Performance,Heart Failure,cardiac MRI,72,Not specified,Not specified,Not specified,Not specified,Establishing a Non-invasive Method to Measure Your Heart's Performance,True,0.2,True,High,False,False,OBSERVATIONAL,COMPLETED
NCT05700279,Preventing the Development of Chronic Pain: Treating PTSD at Acute Pain Onset,"PTSD, Chronic Pain",Stellate Ganglion Block; Cognitive Processing Therapy,345,NA,Not specified,Not specified,Not specified,Preventing the Development of Chronic Pain: Treating PTSD at Acute Pain Onset,True,0.2,True,High,False,False,INTERVENTIONAL,RECRUITING
NCT04086979,Parents as Friendship Coaches for Children With ADHD,ADHD,Parental Friendship Coaching; Coping with ADHD through Relationships and Education,172,NA,Not specified,Not specified,Not specified,Parents as Friendship Coaches for Children With ADHD,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT03583879,Using Gait Robotics to Improve Symptoms of Parkinson's Disease,"Parkinson Disease, Dementia, Mild Cognitive Impairment",Exoskeleton exercise; Standard exercise; No treatment,41,NA,Not specified,Not specified,Not specified,Using Gait Robotics to Improve Symptoms of Parkinson's Disease,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT04779879,"Safety, Tolerability and Pharmacokinetics of Second Generation VIR-7831 Material in Non-hospitalized Participants With Mild to Moderate COVID-19",Covid19,Sotrovimab (Gen1); Sotrovimab (Gen2); Sotrovimab (Gen2),354,PHASE2,Not specified,Not specified,Not specified,"Safety, Tolerability and Pharmacokinetics of Second Generation VIR-7831 Material in Non-hospitalized Participants With Mild to Moderate COVID-19",True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT04547179,Medicinal vs. Orthotic Comparison for Migraine Prevention: A Double-Blind Study,Migraine,Fremanezumab-Vfrm; BLAfit®; Saline,80,NA,Not specified,Not specified,Not specified,Medicinal vs. Orthotic Comparison for Migraine Prevention: A Double-Blind Study,True,0.3,True,High,True,False,INTERVENTIONAL,UNKNOWN
NCT05279079,Markers in Acute Pancreatitis-1,Acute Pancreatitis Drug-Induced,Assessment of accuracy of microRNA and pancreatic enzyme markers in blood and/or urine in the detection and/or prediction of severity of drug-associated acute pancreatitis,500,Not specified,Not specified,Not specified,Not specified,Markers in Acute Pancreatitis-1,True,0.2,True,High,False,False,OBSERVATIONAL,ACTIVE_NOT_RECRUITING
NCT01756079,A Study to Evaluate the Efficacy and Safety of Boceprevir Added to Standard of Care Therapy in Previously Treated Participants With Chronic Hepatitis C Genotype 1 and Cirrhosis (MK-3034-105),Hepatitis C,boceprevir; PegIFN-2b; RBV,58,PHASE4,Not specified,Not specified,Not specified,A Study to Evaluate the Efficacy and Safety of Boceprevir Added to Standard of Care Therapy in Previously Treated Participants With Chronic Hepatitis C Genotype 1 and Cirrhosis (MK-3034-105),True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT06645379,Application of Platelet-rich Plasma (PRP) in Reproductive Medicine,"Premature Ovarian Insufficiency, Intrauterine Adhesion, Poor Ovarian Response, Repeated Implantation Failure, Thin Endometrium",Platelet-Rich Plasma (PRP) Injections,300,NA,Not specified,Not specified,Not specified,Application of Platelet-rich Plasma (PRP) in Reproductive Medicine,True,0.2,True,High,False,False,INTERVENTIONAL,RECRUITING
NCT04055779,Minimal Inflation Tourniquet Pressure Using Induced Hypotension,Vascular Diseases,estimation method for arterial occlusion pressure; the limb occlusion pressure,20,Not specified,Not specified,Not specified,Not specified,Minimal Inflation Tourniquet Pressure Using Induced Hypotension,True,0.2,False,High,False,False,OBSERVATIONAL,UNKNOWN
NCT06489379,High Flow Nasal Oxygen for Acute Hypoxemic Respiratory Failure in the Emergency Room,"Respiratory Distress Syndrome, Adult",high flow nasal cannula; standard oxygen,234,NA,Not specified,Not specified,Not specified,High Flow Nasal Oxygen for Acute Hypoxemic Respiratory Failure in the Emergency Room,True,0.2,True,High,False,True,INTERVENTIONAL,NOT_YET_RECRUITING
NCT00075179,Natrecor in Pulmonary Hypertension,"Pulmonary Hypertension, Cancer, Lung Disease, Cardiothoracic Surgery",Nesiritide (Natrecor); Right Heart Catheterization,15,PHASE4,Not specified,Not specified,Not specified,Natrecor in Pulmonary Hypertension,True,0.2,False,Medium,False,True,INTERVENTIONAL,TERMINATED
NCT00736879,Safety and Efficacy of Dapagliflozin as Monotherapy in Subjects With Type 2 Diabetes,Type 2 Diabetes Mellitus,Dapagliflozin; Placebo,497,PHASE3,Not specified,Not specified,Not specified,Safety and Efficacy of Dapagliflozin as Monotherapy in Subjects With Type 2 Diabetes,True,0.3,True,Medium,True,False,INTERVENTIONAL,COMPLETED
NCT03141879,Keeping Active in Residential Elderly,"Frail Elderly Syndrome, Frailty, Physical Activity",HUR equipment resistance training intervention,48,NA,Not specified,Not specified,Not specified,Keeping Active in Residential Elderly,True,0.2,False,High,False,False,INTERVENTIONAL,UNKNOWN
NCT00410579,Patient-Reported Outcomes in Long-Term Survivors of Colon and Rectal Cancers,"Colorectal Cancer, Fatigue, Long-term Effects Secondary to Cancer Therapy in Adults, Pain, Psychosocial Effects of Cancer and Its Treatment",Telephone interview,744,Not specified,Not specified,Not specified,Not specified,Patient-Reported Outcomes in Long-Term Survivors of Colon and Rectal Cancers,True,0.2,True,High,False,False,OBSERVATIONAL,COMPLETED
NCT02409979,Impact of Carbon Dioxide Insufflation and Water Exchange on Post-Colonoscopy Outcomes,Abdominal Pain,Carbon dioxide method; Water Exchange-CO2; Water Exchange-AI,246,NA,Not specified,Not specified,Not specified,Impact of Carbon Dioxide Insufflation and Water Exchange on Post-Colonoscopy Outcomes,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT06586879,Psychiatric Comorbidities in Type 1 Diabetes Mellitus.,Type 1 Diabetes Mellitus,Not specified,220,Not specified,Not specified,Not specified,Not specified,Psychiatric Comorbidities in Type 1 Diabetes Mellitus.,True,0.2,True,High,False,False,OBSERVATIONAL,NOT_YET_RECRUITING
NCT04618679,Application of 18F-FDOPA PET in Research of the Association Between HCV Infection and Parkinson's Disease.,Hepatitis C,Not specified,100,Not specified,Not specified,Not specified,Not specified,Application of 18F-FDOPA PET in Research of the Association Between HCV Infection and Parkinson's Disease.,True,0.2,True,High,False,False,OBSERVATIONAL,UNKNOWN
NCT05295979,Chinese Medicine for Patients With Psoriasis,Psoriasis,Inflammatory skin disease formula; Placebo,60,PHASE2,Not specified,Not specified,Not specified,Chinese Medicine for Patients With Psoriasis,False,0.3,True,High,True,False,INTERVENTIONAL,UNKNOWN
NCT03145779,Evaluation of Phenotypic Variability in Fabry Disease,Fabry Disease,Not specified,0,Not specified,Not specified,Not specified,Not specified,Evaluation of Phenotypic Variability in Fabry Disease,True,0.2,False,High,False,False,OBSERVATIONAL,WITHDRAWN
NCT06832579,SmartWatch-driven AF Detection in Stroke Patients,"Atrial Fibrillation (AF), Ischemic Stroke, ECG Monitoring, Secondary Prevention, Wearables",Wearable,80,NA,Not specified,Not specified,Not specified,SmartWatch-driven AF Detection in Stroke Patients,True,0.2,True,Medium,False,False,INTERVENTIONAL,RECRUITING
NCT02244879,Effects of Resveratrol on Inflammation in Type 2 Diabetic Patients,"Type 2 Diabetes Mellitus, Inflammation, Insulin Resistance, Other Disorders of Bone Density and Structure",resveratrol,192,PHASE3,Not specified,Not specified,Not specified,Effects of Resveratrol on Inflammation in Type 2 Diabetic Patients,False,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT02792179,Evaluation of [18F]RO6958948 as Tracer for Positron Emission Tomography (PET) Imaging of Tau Burden in Alzheimer's Disease Participants,Alzheimer's Disease,[18F]RO6958948,4,PHASE1,Not specified,Not specified,Not specified,Evaluation of [18F]RO6958948 as Tracer for Positron Emission Tomography (PET) Imaging of Tau Burden in Alzheimer's Disease Participants,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT02841579,Osimertinib (AZD9291) in First-line Locally Advanced or Metastatic NSCLC Patients With EGFR and EGFR T790M,Non-Small Cell Lung Cancer,Osimertinib,22,PHASE2,Not specified,Not specified,Not specified,Osimertinib (AZD9291) in First-line Locally Advanced or Metastatic NSCLC Patients With EGFR and EGFR T790M,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT04306679,Assessing the Effects of Educational Training Aimed to Improve Pain-reporting Reliability in Children After Surgery,Surgery,Animation clips; Instructions,98,NA,Not specified,Not specified,Not specified,Assessing the Effects of Educational Training Aimed to Improve Pain-reporting Reliability in Children After Surgery,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT06940479,Evaluating Changes in Synovial Fluid Before and After GAE for Knee Osteoarthritis,Knee Osteoarthritis,GAE procedure,46,NA,Not specified,Not specified,Not specified,Evaluating Changes in Synovial Fluid Before and After GAE for Knee Osteoarthritis,False,0.3,False,High,True,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT02978079,Pupillometry in Horner's Syndrome,"Horner's Syndrome, Stroke, Dissection Carotid Artery",Automated pupillometry,135,NA,Not specified,Not specified,Not specified,Pupillometry in Horner's Syndrome,True,0.2,True,Medium,False,False,INTERVENTIONAL,UNKNOWN
NCT03780179,MMR at 6 Months Trial,Meales-mumps-rubella Vaccine,MMRvaxpro; Placebo,6540,PHASE4,Not specified,Not specified,Not specified,MMR at 6 Months Trial,False,0.3,True,Medium,True,True,INTERVENTIONAL,COMPLETED
NCT00396279,Safety and Efficacy Study of Denosumab in Patients With Recurrent or Unresectable Giant Cell Tumor of Bone,"GCT, Giant Cell Tumor of Bone",Denosumab; Calcium/Vitamin D,37,PHASE2,Not specified,Not specified,Not specified,Safety and Efficacy Study of Denosumab in Patients With Recurrent or Unresectable Giant Cell Tumor of Bone,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT04198779,"Interest of the Smartphone Application ""MonCœur"" in the Follow-up of Patients With Heart Failure","Heart Failure, Heart Decompensation",APPLI,125,NA,Not specified,Not specified,Not specified,"Interest of the Smartphone Application ""MonCœur"" in the Follow-up of Patients With Heart Failure",True,0.2,True,High,False,True,INTERVENTIONAL,TERMINATED
NCT05384379,Efficacy and Safety Evaluation of BZ371B in ARDS Patients,"ARDS, ARDS, Human, Pulmonary Disease",Inhaled BZ371B,1,EARLY_PHASE1,Not specified,Not specified,Not specified,Efficacy and Safety Evaluation of BZ371B in ARDS Patients,True,0.2,False,Medium,False,False,INTERVENTIONAL,TERMINATED
NCT04309279,Zentangle on Psychological Well-being,Mental Health Wellness,Zentangle,38,NA,Not specified,Not specified,Not specified,Zentangle on Psychological Well-being,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT02364479,Treatment of Axial Spondyloarthritis by Recombinant Human Tumor Necrosis Factor-α Receptor Ⅱ IgG Fc Fusion Protein,Spondyloarthritis,50mg Yisaipu; 25mg etanercept; Placebo,150,PHASE4,Not specified,Not specified,Not specified,Treatment of Axial Spondyloarthritis by Recombinant Human Tumor Necrosis Factor-α Receptor Ⅱ IgG Fc Fusion Protein,True,0.3,True,High,True,True,INTERVENTIONAL,COMPLETED
NCT05103579,Design and Rationale of the Assessment of the MindMics Recording System,"Atrial Fibrillation, Arrythmia",MindMics,29,Not specified,Not specified,Not specified,Not specified,Design and Rationale of the Assessment of the MindMics Recording System,True,0.2,False,Medium,False,False,OBSERVATIONAL,COMPLETED
NCT04961879,Dorsal Finger Reconstruction,Finger Injuries,Reversed Cross Finger Flap; reversed island homo-digital flap,30,NA,Not specified,Not specified,Not specified,Dorsal Finger Reconstruction,True,0.2,False,High,False,False,INTERVENTIONAL,UNKNOWN
NCT03806179,Study of Safety and Efficacy of Betalutin and Rituximab in Patients With FL,"Non Hodgkin Lymphoma, Follicular Lymphoma, Relapsed Follicular Lymphoma",10 MBq/kg Betalutin; 15 MBq/kg Betalutin,7,PHASE1,Not specified,Not specified,Not specified,Study of Safety and Efficacy of Betalutin and Rituximab in Patients With FL,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT00514579,Adult Double Cord Blood Transplant Study,"Cord Blood Stem Cell Transplantation, Hematologic Malignancies",Cord blood transplantation,56,PHASE2,Not specified,Not specified,Not specified,Adult Double Cord Blood Transplant Study,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT06936579,Cortical Effects of Peripheral Proprioceptive Stimulation on the Motor Evoked Potentials of the Limbs,Healthy Subjects,proprioceptive stimulation,31,NA,Not specified,Not specified,Not specified,Cortical Effects of Peripheral Proprioceptive Stimulation on the Motor Evoked Potentials of the Limbs,True,0.2,False,High,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT04983979,The ORTIZ Study: Optimising RASi Therapy With SZC,"CKD, Diabetes Mellitus, Type 2, Hyperkalemia",Sodium Zirconium Cyclosilicate; Placebo,18,PHASE2,Not specified,Not specified,Not specified,The ORTIZ Study: Optimising RASi Therapy With SZC,True,0.3,False,High,True,False,INTERVENTIONAL,TERMINATED
NCT02803879,Assessing the Capability of Cardiogoniometry (CGM) to Detect Changes in Cardiac Resynchronisation Therapy Device Settings,Heart Failure,Cardiogoniometry,12,NA,Not specified,Not specified,Not specified,Assessing the Capability of Cardiogoniometry (CGM) to Detect Changes in Cardiac Resynchronisation Therapy Device Settings,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT06413979,Family Support Protocol for Adolescent Internalizing Disorders,"Internalizing Disorders, Substance Use Disorders",Family Support Protocol for Adolescent Internalizing Disorders (Fam-AID),60,NA,Not specified,Not specified,Not specified,Family Support Protocol for Adolescent Internalizing Disorders,True,0.2,True,High,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT05069779,Diazepam and Blood Pressure Regulation,Healthy,Diazepam,40,EARLY_PHASE1,Not specified,Not specified,Not specified,Diazepam and Blood Pressure Regulation,False,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT03236779,A Comparative Study of Two Dry Needling Interventions for Plantar Heel Pain,"Plantar Fascitis, Myofacial Pain Syndromes, Trigger Point Pain, Myofascial",dry needling,102,NA,Not specified,Not specified,Not specified,A Comparative Study of Two Dry Needling Interventions for Plantar Heel Pain,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT03067779,Is There a Digital Divide in Chronic Kidney Disease (CKD)?,Chronic Kidney Disease,mHealth Tool,580,NA,Not specified,Not specified,Not specified,Is There a Digital Divide in Chronic Kidney Disease (CKD)?,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT00574379,"Efficacy, Safety and PK of Once or Twice Daily Bilastine (10 or 20 mg) Compared With Placebo in the Symptomatic Treatment of SAR","Seasonal Allergic Rhinitis, Hay Fever, Allergic Conjunctivitis, Hypersensitivity",Bilastine; Placebo,805,PHASE2,Not specified,Not specified,Not specified,"Efficacy, Safety and PK of Once or Twice Daily Bilastine (10 or 20 mg) Compared With Placebo in the Symptomatic Treatment of SAR",False,0.3,True,Medium,True,False,INTERVENTIONAL,COMPLETED
NCT00636779,BraveNet Integrative Medicine Descriptive Study,Healthy,Not specified,4340,Not specified,Not specified,Not specified,Not specified,BraveNet Integrative Medicine Descriptive Study,True,0.2,True,High,False,False,OBSERVATIONAL,COMPLETED
NCT01956279,Complementary Neurosteroid Intervention in Gulf War Illnesses (GWVI),"Fatigue, Musculoskeletal Pain, Cognitive Decline",Pregnenolone; Placebo,170,PHASE2,Not specified,Not specified,Not specified,Complementary Neurosteroid Intervention in Gulf War Illnesses (GWVI),True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT04287179,SUSTAIN SWITCH: A Research Study to Compare Two Dose Schedules of Semaglutide Taken Once Weekly in People With Type 2 Diabetes,"Diabetes Mellitus, Type 2",Semaglutide,0,PHASE3,Not specified,Not specified,Not specified,SUSTAIN SWITCH: A Research Study to Compare Two Dose Schedules of Semaglutide Taken Once Weekly in People With Type 2 Diabetes,True,0.2,False,High,False,False,INTERVENTIONAL,WITHDRAWN
NCT05893979,Myopia Control Spectacle Lens Cessation Study,"Myopia, Myopia Progression, Juvenile Myopia",Spectacle Lenses,90,NA,Not specified,Not specified,Not specified,Myopia Control Spectacle Lens Cessation Study,True,0.2,True,Medium,False,False,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT05201079,Primary or Recurrent Clostridioides Difficile Infection Treatment With Capsules of Lyophilised Faecal Microbiota vs Fidaxomicin,"Recurrent Clostridium Difficile Infection, Primary Clostridium Difficile Infection",MBK-01; Fidaxomicin,93,PHASE3,Not specified,Not specified,Not specified,Primary or Recurrent Clostridioides Difficile Infection Treatment With Capsules of Lyophilised Faecal Microbiota vs Fidaxomicin,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT03131479,"Study of PK/PD, Safety and Tolerability of LIK066 in Patients With Decreased Renal Function.",Renal Impairment,LIK066,53,PHASE2,Not specified,Not specified,Not specified,"Study of PK/PD, Safety and Tolerability of LIK066 in Patients With Decreased Renal Function.",True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT06012279,Clinical Outcomes of Dapagliflozin in Acute Heart Failure With Reduced Ejection Fraction (CODA-HFrEF),Acute Heart Failure,Dapagliflozin 10mg Tab,117,PHASE4,Not specified,Not specified,Not specified,Clinical Outcomes of Dapagliflozin in Acute Heart Failure With Reduced Ejection Fraction (CODA-HFrEF),True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT04183179,"Happy Family, Healthy Kids Program","Healthy Diet, Stress, Pediatric Obesity, Intergenerational Relations","Happy Family, Healthy Kids Program",214,NA,Not specified,Not specified,Not specified,"Happy Family, Healthy Kids Program",True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT01889979,Tramadol for Labour Analgesia in Low Risk Primiparous Women,Pain During Labour,Tramadol; Placebo,100,PHASE3,Not specified,Not specified,Not specified,Tramadol for Labour Analgesia in Low Risk Primiparous Women,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT00293579,Pemetrexed Chemotherapy in Poor-Risk Patients With Advanced Head and Neck Cancer,Head and Neck Cancer,Pemetrexed,5,PHASE2,Not specified,Not specified,Not specified,Pemetrexed Chemotherapy in Poor-Risk Patients With Advanced Head and Neck Cancer,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT04491279,Neuropilates Compared to General Exercise Classes in Chronic Stroke,Stroke,Home 'General' exercise instructions.; Home 'Neuropilates' exercise instructions.; Supervised Neuropilates Group Class; Supervised General Exercises Group Class,30,NA,Not specified,Not specified,Not specified,Neuropilates Compared to General Exercise Classes in Chronic Stroke,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT02738879,Randomized Sitagliptin Withdrawal Study (MK-0431-845),Type 2 Diabetes Mellitus,Sitagliptin; Placebo to sitagliptin; Metformin; Metformin XR; Insulin glargine,746,PHASE3,Not specified,Not specified,Not specified,Randomized Sitagliptin Withdrawal Study (MK-0431-845),True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT05084079,Different Initial Insulin Dose Regimens on Time to Achieve Glycemic Targets and Treatment Safety in SIIT,"Diabetes Mellitus, Diabetes Mellitus, Type 2, Glucose Metabolism Disorders, Metabolic Disease, Endocrine System Diseases",CSII with formula-based initial insulin regimen; CSII with weight-based initial insulin regimen,56,PHASE4,Not specified,Not specified,Not specified,Different Initial Insulin Dose Regimens on Time to Achieve Glycemic Targets and Treatment Safety in SIIT,False,0.3,True,High,True,False,INTERVENTIONAL,UNKNOWN
NCT05006079,Opioid/Benzodiazepine Polydrug Abuse: Aim 3,"Opioid Abuse, Benzodiazepine Abuse, Polysubstance Abuse",Morphine; Alprazolam; Placebo,24,PHASE2,Not specified,Not specified,Not specified,Opioid/Benzodiazepine Polydrug Abuse: Aim 3,True,0.3,False,High,True,False,INTERVENTIONAL,RECRUITING
NCT03084679,Characterization of Myocardial Interstitial Fibrosis and Cardiomyocyte Hypertrophy by Cardiac MRI in Heart Failure,Heart Failure,Aerobic exercise in treadmill; Local strengthening exercises; Stretching exercises,90,NA,Not specified,Not specified,Not specified,Characterization of Myocardial Interstitial Fibrosis and Cardiomyocyte Hypertrophy by Cardiac MRI in Heart Failure,True,0.2,True,High,False,False,INTERVENTIONAL,UNKNOWN
NCT00515879,Effect of D-cycloserine Plus Cognitive Behavioral Therapy on People With Social Phobia,Social Anxiety Disorder,D-cycloserine; Cognitive behavioral therapy (CBT); Placebo,169,PHASE3,Not specified,Not specified,Not specified,Effect of D-cycloserine Plus Cognitive Behavioral Therapy on People With Social Phobia,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT04344379,Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,SARS-CoV-2 Infection,hydroxychloroquine; azithromycin; hydroxychloroquine placebo,122,PHASE3,Not specified,Not specified,Not specified,Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,False,0.3,True,Low,True,False,INTERVENTIONAL,COMPLETED
NCT06410079,Difference in Return to Sports Activity After Hip Arthroplasty by THR or Resurfacing,"Hip Arthrosis, Femur Head Necrosis",total hip replacement,500,Not specified,Not specified,Not specified,Not specified,Difference in Return to Sports Activity After Hip Arthroplasty by THR or Resurfacing,True,0.2,True,High,False,False,OBSERVATIONAL,NOT_YET_RECRUITING
NCT01970579,Clinical Trial on Peripheral Arteries Treated With SeQuent® Please P Paclitaxel Coated Balloon Catheter,"Stenosis, Restenosis",Paclitaxel coated balloon; uncoated PTA catheter,153,PHASE3,Not specified,Not specified,Not specified,Clinical Trial on Peripheral Arteries Treated With SeQuent® Please P Paclitaxel Coated Balloon Catheter,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT07005479,Long-Term Outcomes in SLE at Peking University People's Hospital,Systemic Lupus Erythematosus,Not specified,1000,Not specified,Not specified,Not specified,Not specified,Long-Term Outcomes in SLE at Peking University People's Hospital,True,0.2,True,High,False,False,OBSERVATIONAL,RECRUITING
NCT06558279,A Study to Assess Efficacy and Safety of Efgartigimod PH20 SC in Adults With Ocular Myasthenia Gravis,"Myasthenia Gravis, Ocular",Efgartigimod PH20 SC; Placebo PH20 SC,124,PHASE3,Not specified,Not specified,Not specified,A Study to Assess Efficacy and Safety of Efgartigimod PH20 SC in Adults With Ocular Myasthenia Gravis,True,0.3,True,High,True,False,INTERVENTIONAL,RECRUITING
NCT01824979,Pilairo Lab Market Research,Obstructive Sleep Apnea,CPAP mask ( Pilairo); Other CPAP mask,100,NA,Not specified,Not specified,Not specified,Pilairo Lab Market Research,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT01125579,Effectiveness of NEURAPAS Balance in Children With Nervous Restlessness,"Nervousness, Restlessness, Depression (Agitated), Affective Disorders",Not specified,115,Not specified,Not specified,Not specified,Not specified,Effectiveness of NEURAPAS Balance in Children With Nervous Restlessness,False,0.3,True,High,True,False,OBSERVATIONAL,COMPLETED
NCT04467879,A Pivotal Study To Evaluate The Effectiveness of Isometric Handgrip Therapy In Prehypertensive And Hypertensive Patients,"Hypertension, Systolic",Zona Plus Device; Control Device,146,NA,Not specified,Not specified,Not specified,A Pivotal Study To Evaluate The Effectiveness of Isometric Handgrip Therapy In Prehypertensive And Hypertensive Patients,True,0.3,True,High,True,False,INTERVENTIONAL,TERMINATED
NCT05813379,Mesenchymal Stem Cells Derived Exosomes in Skin Rejuvenation,Anti Aging,exosime injection,20,PHASE1,Not specified,Not specified,Not specified,Mesenchymal Stem Cells Derived Exosomes in Skin Rejuvenation,True,0.2,False,High,False,False,INTERVENTIONAL,UNKNOWN
NCT06680479,Safety and Immunogenicity of Stabilized CH505 TF chTrimer Vaccination in Adults Living With HIV-1 on Suppressive Antiretroviral Therapy,HIV-1,CH505 TF chTrimer; 3M-052-AF; Aluminum Hydroxide Suspension; Sodium Chloride for Injection,30,PHASE1,Not specified,Not specified,Not specified,Safety and Immunogenicity of Stabilized CH505 TF chTrimer Vaccination in Adults Living With HIV-1 on Suppressive Antiretroviral Therapy,True,0.3,False,Medium,True,False,INTERVENTIONAL,RECRUITING
NCT01561079,Fetal and Infant Effects of Maternal Buprenorphine Treatment,Neonatal Abstinence Syndrome,Buprenorphine,127,PHASE2,Not specified,Not specified,Not specified,Fetal and Infant Effects of Maternal Buprenorphine Treatment,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT05126979,"The Objectives of This Study Are Study of the Reactogenicity, Safety and Immunogenicity of Flu-M Inactivated Split Influenza Vaccine in Volunteers Aged 18-60 Years",Influenza,Inactivated Split Influenza Vaccine; Placebo,45,PHASE1,Not specified,Not specified,Not specified,"The Objectives of This Study Are Study of the Reactogenicity, Safety and Immunogenicity of Flu-M Inactivated Split Influenza Vaccine in Volunteers Aged 18-60 Years",False,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT00935779,Ultra Structure Of Peritoneum At Electronic Microscopy In Control Subjects And Patients With Gastric Cancer,Stomach Neoplasm,Not specified,18,Not specified,Not specified,Not specified,Not specified,Ultra Structure Of Peritoneum At Electronic Microscopy In Control Subjects And Patients With Gastric Cancer,True,0.2,False,High,False,True,OBSERVATIONAL,COMPLETED
NCT05025579,What is the Effect of Aerobic Exercise on Depression in Geriatric Individuals Diagnosed With Depression?,"Aerobic Exercise, Depression, Geriatric, Chronic Illness",Aerobic Exercise,30,NA,Not specified,Not specified,Not specified,What is the Effect of Aerobic Exercise on Depression in Geriatric Individuals Diagnosed With Depression?,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT03903679,Is Endotracheal Tube Use Mandatory in Patients Undergoing Nasal Septum Surgery?,"Airway Aspiration, Airway Complication of Anesthesia",Laryngeal mask airway; Endotracheal tube,80,NA,Not specified,Not specified,Not specified,Is Endotracheal Tube Use Mandatory in Patients Undergoing Nasal Septum Surgery?,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT00831779,Effects of Dapagliflozin on Insulin Resistance and Insulin Secretion in Subjects With Type 2 Diabetes,Type 2 Diabetes Mellitus,Dapagliflozin; Placebo,116,PHASE2,Not specified,Not specified,Not specified,Effects of Dapagliflozin on Insulin Resistance and Insulin Secretion in Subjects With Type 2 Diabetes,False,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT06696079,Restarting Early Versus Later Anticoagulation for Chronic Subdural Hematoma With Atrial Fibrillation,"Chronic Subdural Hematoma, Atrial Fibrillation (AF)",Early Resumption of Oral Anticoagulation Therapy; Late Resumption of Oral Anticoagulation Therapy,332,NA,Not specified,Not specified,Not specified,Restarting Early Versus Later Anticoagulation for Chronic Subdural Hematoma With Atrial Fibrillation,True,0.2,True,High,False,True,INTERVENTIONAL,NOT_YET_RECRUITING
